Age,YearlyIncome,CommuteDistance,HouseOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,Region,EnglishOccupation
34,80000,0-1 Miles,1,3,5,Pacific,Professional
45,90000,0-1 Miles,1,0,0,Pacific,Professional
39,90000,0-1 Miles,1,0,0,Pacific,Professional
46,60000,2-5 Miles,1,1,3,Pacific,Professional
46,60000,2-5 Miles,1,1,3,Pacific,Professional
46,60000,5-10 Miles,1,2,3,Pacific,Professional
46,70000,10+ Miles,1,4,5,Pacific,Professional
43,70000,10+ Miles,1,4,5,Pacific,Professional
43,70000,10+ Miles,1,4,5,Pacific,Professional
38,70000,5-10 Miles,0,1,0,Pacific,Professional
43,70000,5-10 Miles,0,1,0,Pacific,Professional
43,70000,5-10 Miles,1,1,0,Pacific,Professional
43,80000,0-1 Miles,1,4,5,Pacific,Professional
43,80000,1-2 Miles,1,4,5,Pacific,Professional
47,60000,5-10 Miles,1,2,3,Pacific,Professional
36,60000,10+ Miles,1,3,4,Pacific,Professional
47,70000,5-10 Miles,0,1,0,Pacific,Professional
43,60000,0-1 Miles,0,2,2,Pacific,Professional
48,60000,0-1 Miles,0,2,2,Pacific,Professional
48,70000,0-1 Miles,0,1,0,Pacific,Professional
48,70000,0-1 Miles,0,1,0,Pacific,Professional
43,70000,0-1 Miles,0,1,0,Pacific,Professional
33,90000,0-1 Miles,1,0,4,Pacific,Professional
43,60000,5-10 Miles,1,1,0,Pacific,Professional
45,60000,0-1 Miles,0,1,0,Pacific,Skilled Manual
50,60000,5-10 Miles,1,1,0,Pacific,Skilled Manual
50,60000,0-1 Miles,1,1,0,Pacific,Skilled Manual
45,100000,2-5 Miles,1,1,0,Pacific,Professional
45,100000,5-10 Miles,0,1,0,Pacific,Professional
45,110000,5-10 Miles,0,1,0,Pacific,Management
45,60000,0-1 Miles,1,1,0,Pacific,Skilled Manual
79,20000,5-10 Miles,1,2,0,Pacific,Skilled Manual
46,70000,5-10 Miles,1,1,0,Pacific,Professional
35,80000,1-2 Miles,1,4,5,Pacific,Professional
47,70000,0-1 Miles,0,1,0,Pacific,Professional
46,90000,5-10 Miles,1,1,0,Pacific,Professional
48,70000,0-1 Miles,0,1,0,Pacific,Professional
43,70000,0-1 Miles,0,1,0,Pacific,Professional
37,70000,5-10 Miles,0,2,0,Pacific,Professional
48,70000,0-1 Miles,0,2,0,Pacific,Professional
43,60000,5-10 Miles,1,1,0,Pacific,Skilled Manual
49,60000,0-1 Miles,1,1,0,Pacific,Skilled Manual
44,70000,5-10 Miles,1,2,4,Pacific,Professional
49,70000,0-1 Miles,1,2,4,Pacific,Skilled Manual
49,70000,5-10 Miles,1,2,4,Pacific,Skilled Manual
44,60000,5-10 Miles,1,1,0,Pacific,Skilled Manual
53,80000,0-1 Miles,1,1,4,Pacific,Professional
52,90000,5-10 Miles,1,1,0,Pacific,Professional
53,100000,0-1 Miles,1,2,0,Pacific,Management
54,70000,5-10 Miles,1,1,0,Pacific,Skilled Manual
43,70000,5-10 Miles,1,1,0,Pacific,Skilled Manual
45,70000,5-10 Miles,1,3,4,Pacific,Skilled Manual
51,70000,10+ Miles,1,3,4,Pacific,Skilled Manual
55,70000,0-1 Miles,0,1,0,Pacific,Skilled Manual
55,70000,5-10 Miles,1,1,0,Pacific,Skilled Manual
55,80000,5-10 Miles,1,1,0,Pacific,Skilled Manual
53,40000,0-1 Miles,1,1,0,Pacific,Management
62,10000,5-10 Miles,1,2,1,Pacific,Skilled Manual
35,30000,5-10 Miles,1,2,0,North America,Skilled Manual
36,40000,5-10 Miles,1,1,0,North America,Skilled Manual
35,40000,5-10 Miles,1,2,0,North America,Skilled Manual
35,40000,5-10 Miles,1,2,0,North America,Skilled Manual
35,40000,0-1 Miles,0,2,0,North America,Skilled Manual
31,30000,0-1 Miles,0,2,0,North America,Skilled Manual
31,30000,5-10 Miles,1,2,0,North America,Skilled Manual
31,30000,5-10 Miles,1,2,0,North America,Skilled Manual
31,30000,5-10 Miles,0,2,0,North America,Clerical
32,30000,5-10 Miles,0,2,0,North America,Clerical
32,40000,5-10 Miles,1,2,0,North America,Skilled Manual
34,30000,5-10 Miles,1,2,0,North America,Clerical
34,40000,0-1 Miles,0,2,0,North America,Skilled Manual
32,30000,5-10 Miles,0,2,0,North America,Clerical
32,30000,5-10 Miles,0,2,0,North America,Clerical
32,30000,5-10 Miles,1,2,0,North America,Clerical
32,40000,5-10 Miles,1,2,0,North America,Skilled Manual
72,30000,0-1 Miles,0,2,0,Pacific,Clerical
72,40000,5-10 Miles,1,2,0,Pacific,Management
69,40000,5-10 Miles,1,2,0,Pacific,Management
69,50000,5-10 Miles,1,1,0,Pacific,Management
35,40000,1-2 Miles,0,2,0,North America,Skilled Manual
35,60000,1-2 Miles,0,1,0,North America,Skilled Manual
37,30000,5-10 Miles,1,1,0,North America,Skilled Manual
39,80000,0-1 Miles,0,1,0,North America,Management
43,90000,1-2 Miles,1,1,4,North America,Management
42,70000,5-10 Miles,0,2,0,North America,Skilled Manual
48,80000,0-1 Miles,1,0,3,North America,Management
43,90000,1-2 Miles,1,1,4,North America,Management
38,90000,1-2 Miles,1,1,4,North America,Management
32,90000,0-1 Miles,1,3,4,North America,Skilled Manual
37,100000,1-2 Miles,0,3,0,North America,Management
43,110000,1-2 Miles,1,3,1,North America,Management
67,10000,5-10 Miles,1,2,0,Pacific,Skilled Manual
67,20000,1-2 Miles,0,2,0,Pacific,Skilled Manual
33,40000,1-2 Miles,0,1,0,North America,Skilled Manual
33,40000,5-10 Miles,0,1,0,North America,Skilled Manual
33,60000,5-10 Miles,0,2,0,North America,Skilled Manual
33,60000,5-10 Miles,1,2,0,North America,Skilled Manual
66,10000,1-2 Miles,1,2,1,Pacific,Clerical
66,10000,1-2 Miles,1,2,1,Pacific,Clerical
66,10000,5-10 Miles,1,2,1,Pacific,Clerical
65,20000,5-10 Miles,1,2,0,Pacific,Skilled Manual
65,20000,1-2 Miles,0,2,0,Pacific,Skilled Manual
59,20000,1-2 Miles,0,2,0,Pacific,Skilled Manual
40,60000,1-2 Miles,1,0,1,North America,Skilled Manual
35,60000,1-2 Miles,1,0,1,North America,Skilled Manual
40,60000,0-1 Miles,1,0,1,North America,Skilled Manual
33,50000,1-2 Miles,1,0,1,North America,Skilled Manual
39,50000,0-1 Miles,1,0,1,North America,Skilled Manual
39,60000,0-1 Miles,1,0,0,North America,Skilled Manual
41,90000,10+ Miles,0,1,0,North America,Professional
47,110000,1-2 Miles,1,4,2,North America,Management
47,130000,0-1 Miles,1,2,2,North America,Management
47,130000,0-1 Miles,1,3,2,North America,Management
55,70000,0-1 Miles,0,0,3,North America,Professional
55,90000,5-10 Miles,1,0,1,North America,Professional
72,170000,1-2 Miles,0,3,0,North America,Management
48,90000,2-5 Miles,0,2,0,North America,Professional
48,110000,1-2 Miles,1,4,2,North America,Management
48,80000,5-10 Miles,1,3,4,North America,Professional
49,100000,5-10 Miles,1,3,2,North America,Professional
43,100000,1-2 Miles,1,3,2,North America,Professional
49,120000,5-10 Miles,1,4,3,North America,Professional
49,120000,5-10 Miles,1,4,3,North America,Professional
49,130000,0-1 Miles,1,0,3,North America,Management
45,90000,1-2 Miles,1,2,3,North America,Professional
44,110000,5-10 Miles,1,4,3,North America,Professional
56,60000,1-2 Miles,0,2,0,North America,Professional
56,60000,5-10 Miles,0,2,0,North America,Professional
56,60000,5-10 Miles,0,2,0,North America,Professional
56,60000,1-2 Miles,0,2,0,North America,Professional
56,70000,5-10 Miles,1,0,3,North America,Professional
56,80000,5-10 Miles,1,0,2,North America,Professional
51,80000,5-10 Miles,1,2,0,North America,Skilled Manual
76,80000,1-2 Miles,1,2,0,North America,Management
75,40000,5-10 Miles,0,2,0,North America,Professional
51,80000,5-10 Miles,1,3,4,North America,Professional
51,100000,1-2 Miles,0,4,2,North America,Professional
51,100000,5-10 Miles,1,0,3,North America,Professional
45,100000,1-2 Miles,1,1,3,North America,Professional
46,120000,5-10 Miles,1,4,3,North America,Professional
51,120000,2-5 Miles,0,4,3,North America,Professional
52,60000,5-10 Miles,1,2,0,North America,Skilled Manual
51,60000,5-10 Miles,1,2,0,North America,Skilled Manual
57,70000,1-2 Miles,1,1,1,North America,Professional
53,70000,5-10 Miles,1,2,0,North America,Management
58,70000,5-10 Miles,1,2,0,North America,Management
58,70000,5-10 Miles,1,2,0,North America,Management
52,70000,1-2 Miles,1,2,0,North America,Management
52,70000,5-10 Miles,1,2,0,North America,Management
53,60000,5-10 Miles,1,2,0,North America,Management
59,40000,5-10 Miles,0,2,0,North America,Professional
74,60000,10+ Miles,1,2,0,North America,Management
63,60000,1-2 Miles,0,2,0,North America,Management
73,60000,1-2 Miles,1,2,0,North America,Management
73,60000,10+ Miles,1,2,0,North America,Management
73,70000,1-2 Miles,0,2,0,North America,Management
73,80000,5-10 Miles,1,2,0,North America,Management
67,60000,10+ Miles,1,2,0,North America,Management
72,60000,1-2 Miles,1,2,0,North America,Management
72,60000,1-2 Miles,1,2,0,North America,Management
72,70000,1-2 Miles,1,2,0,North America,Management
71,70000,1-2 Miles,1,2,0,North America,Management
65,70000,10+ Miles,1,2,0,North America,Management
71,70000,1-2 Miles,0,2,0,North America,Management
71,70000,10+ Miles,1,2,0,North America,Management
71,70000,10+ Miles,1,2,0,North America,Management
71,80000,5-10 Miles,1,2,0,North America,Management
70,50000,10+ Miles,1,2,0,North America,Management
70,60000,10+ Miles,1,2,0,North America,Management
70,60000,10+ Miles,1,2,0,North America,Management
64,60000,10+ Miles,1,2,0,North America,Management
64,70000,10+ Miles,1,2,0,North America,Management
68,50000,10+ Miles,1,2,0,North America,Management
65,20000,1-2 Miles,0,2,0,Pacific,Skilled Manual
33,70000,0-1 Miles,0,2,0,North America,Skilled Manual
34,40000,5-10 Miles,0,2,0,North America,Clerical
34,40000,1-2 Miles,0,2,0,North America,Clerical
57,20000,5-10 Miles,1,2,0,Pacific,Skilled Manual
63,20000,1-2 Miles,0,2,0,Pacific,Skilled Manual
34,40000,1-2 Miles,0,1,0,North America,Skilled Manual
34,40000,5-10 Miles,1,2,0,North America,Skilled Manual
34,60000,5-10 Miles,1,2,0,North America,Skilled Manual
35,60000,1-2 Miles,0,2,0,North America,Skilled Manual
34,60000,1-2 Miles,0,2,0,North America,Skilled Manual
35,60000,5-10 Miles,1,2,0,North America,Skilled Manual
35,60000,1-2 Miles,0,2,0,North America,Skilled Manual
61,20000,1-2 Miles,1,2,1,Pacific,Clerical
55,20000,5-10 Miles,1,2,1,Pacific,Clerical
55,30000,1-2 Miles,0,2,0,Pacific,Clerical
60,20000,1-2 Miles,0,2,1,Pacific,Clerical
60,30000,1-2 Miles,0,2,0,Pacific,Skilled Manual
60,30000,5-10 Miles,1,2,0,Pacific,Skilled Manual
31,40000,5-10 Miles,0,2,0,North America,Clerical
31,40000,1-2 Miles,0,2,0,North America,Clerical
31,30000,5-10 Miles,1,2,0,North America,Skilled Manual
54,30000,5-10 Miles,1,2,0,Pacific,Skilled Manual
59,30000,1-2 Miles,0,2,0,Pacific,Skilled Manual
52,80000,1-2 Miles,0,2,0,Pacific,Skilled Manual
57,80000,5-10 Miles,1,2,0,Pacific,Skilled Manual
36,40000,5-10 Miles,1,2,0,North America,Skilled Manual
36,40000,1-2 Miles,0,2,0,North America,Skilled Manual
36,40000,5-10 Miles,1,2,0,North America,Skilled Manual
31,60000,1-2 Miles,0,2,0,North America,Skilled Manual
36,60000,5-10 Miles,1,2,0,North America,Skilled Manual
38,60000,5-10 Miles,1,2,0,North America,Skilled Manual
37,70000,0-1 Miles,0,2,0,North America,Professional
35,60000,1-2 Miles,0,2,0,North America,Professional
56,80000,1-2 Miles,0,2,0,Pacific,Skilled Manual
51,80000,5-10 Miles,1,2,0,Pacific,Skilled Manual
56,80000,5-10 Miles,1,2,0,Pacific,Skilled Manual
50,80000,5-10 Miles,1,2,0,Pacific,Skilled Manual
55,80000,5-10 Miles,1,2,0,Pacific,Skilled Manual
55,80000,5-10 Miles,1,2,0,Pacific,Skilled Manual
49,80000,1-2 Miles,0,2,0,Pacific,Skilled Manual
55,80000,5-10 Miles,1,2,0,Pacific,Skilled Manual
55,80000,1-2 Miles,0,2,0,Pacific,Skilled Manual
55,80000,5-10 Miles,1,2,0,Pacific,Skilled Manual
54,70000,1-2 Miles,0,2,0,Pacific,Professional
54,70000,5-10 Miles,1,2,0,Pacific,Professional
48,70000,5-10 Miles,1,2,0,Pacific,Professional
53,100000,0-1 Miles,1,3,1,Pacific,Management
53,120000,2-5 Miles,1,4,1,Pacific,Management
53,130000,0-1 Miles,1,3,0,Pacific,Management
47,110000,2-5 Miles,1,4,1,Pacific,Management
38,80000,2-5 Miles,1,1,0,North America,Management
38,80000,2-5 Miles,0,1,0,North America,Management
31,30000,5-10 Miles,1,2,0,North America,Professional
37,30000,1-2 Miles,0,2,0,North America,Professional
31,30000,1-2 Miles,0,2,0,North America,Skilled Manual
31,60000,5-10 Miles,0,2,0,North America,Professional
31,60000,5-10 Miles,0,2,0,North America,Professional
37,60000,5-10 Miles,1,2,0,North America,Professional
52,110000,2-5 Miles,1,1,2,Pacific,Management
45,130000,0-1 Miles,1,3,1,North America,Management
39,130000,1-2 Miles,1,3,1,North America,Management
54,60000,5-10 Miles,1,2,0,North America,Professional
54,60000,5-10 Miles,0,2,0,North America,Professional
48,70000,5-10 Miles,1,0,1,North America,Professional
54,80000,0-1 Miles,1,0,1,North America,Management
54,80000,2-5 Miles,1,1,1,North America,Management
54,80000,2-5 Miles,1,1,1,North America,Management
48,90000,5-10 Miles,1,1,0,North America,Professional
49,60000,5-10 Miles,1,2,0,North America,Professional
55,60000,5-10 Miles,0,2,0,North America,Professional
55,60000,5-10 Miles,0,2,0,North America,Professional
55,60000,1-2 Miles,0,2,0,North America,Professional
44,70000,5-10 Miles,0,2,0,North America,Professional
41,90000,2-5 Miles,1,3,4,North America,Professional
46,90000,2-5 Miles,1,3,4,North America,Professional
46,90000,2-5 Miles,1,3,5,North America,Professional
46,120000,2-5 Miles,1,4,2,North America,Management
41,80000,2-5 Miles,1,0,3,North America,Management
42,80000,0-1 Miles,1,0,3,North America,Management
47,80000,2-5 Miles,1,0,3,North America,Management
48,60000,0-1 Miles,0,0,2,North America,Professional
43,70000,2-5 Miles,1,1,0,North America,Professional
49,70000,0-1 Miles,1,1,0,North America,Skilled Manual
39,40000,5-10 Miles,0,3,3,North America,Skilled Manual
69,50000,10+ Miles,1,2,0,North America,Management
69,50000,10+ Miles,1,2,0,North America,Management
69,60000,10+ Miles,1,2,0,North America,Management
69,60000,1-2 Miles,0,2,0,North America,Management
58,70000,10+ Miles,1,2,0,North America,Management
69,70000,10+ Miles,1,2,0,North America,Management
68,60000,1-2 Miles,0,2,0,North America,Management
68,60000,10+ Miles,1,2,0,North America,Management
62,70000,1-2 Miles,0,2,0,North America,Management
68,70000,10+ Miles,1,2,0,North America,Management
62,70000,10+ Miles,1,2,0,North America,Management
68,70000,1-2 Miles,1,2,0,North America,Management
68,70000,10+ Miles,1,2,0,North America,Management
68,70000,10+ Miles,1,2,0,North America,Management
68,70000,10+ Miles,1,2,0,North America,Management
68,80000,5-10 Miles,1,2,0,North America,Management
62,40000,10+ Miles,0,2,0,North America,Professional
67,40000,1-2 Miles,0,2,0,North America,Professional
66,70000,10+ Miles,1,2,0,North America,Management
66,70000,10+ Miles,1,2,0,North America,Management
59,70000,2-5 Miles,1,3,0,North America,Management
65,70000,10+ Miles,1,3,0,North America,Management
60,70000,2-5 Miles,1,3,0,North America,Management
65,60000,2-5 Miles,1,2,0,North America,Management
65,60000,10+ Miles,1,2,0,North America,Management
65,60000,10+ Miles,1,2,0,North America,Management
65,60000,10+ Miles,1,2,0,North America,Management
64,70000,10+ Miles,1,1,1,North America,Professional
64,70000,2-5 Miles,1,1,1,North America,Professional
63,40000,2-5 Miles,0,2,1,North America,Professional
63,60000,10+ Miles,1,1,1,North America,Professional
62,60000,10+ Miles,1,1,1,North America,Professional
63,60000,2-5 Miles,1,2,1,North America,Professional
63,60000,10+ Miles,1,2,1,North America,Professional
62,60000,2-5 Miles,1,2,1,North America,Professional
62,60000,10+ Miles,1,0,1,North America,Management
63,70000,1-2 Miles,1,2,1,North America,Professional
56,40000,10+ Miles,1,2,1,North America,Skilled Manual
57,60000,10+ Miles,1,2,1,North America,Professional
50,40000,2-5 Miles,0,2,1,North America,Skilled Manual
61,40000,10+ Miles,1,2,1,North America,Skilled Manual
50,40000,10+ Miles,1,3,1,North America,Skilled Manual
61,60000,2-5 Miles,1,2,1,North America,Professional
61,60000,2-5 Miles,0,1,1,North America,Professional
56,60000,2-5 Miles,1,1,1,North America,Professional
61,70000,1-2 Miles,1,1,2,North America,Professional
61,70000,1-2 Miles,1,1,2,North America,Professional
61,70000,1-2 Miles,0,1,2,North America,Professional
61,80000,1-2 Miles,1,1,1,North America,Management
61,80000,5-10 Miles,1,1,1,North America,Management
61,80000,5-10 Miles,1,2,1,North America,Management
55,60000,2-5 Miles,1,2,1,North America,Professional
60,60000,10+ Miles,1,2,1,North America,Professional
60,60000,10+ Miles,1,2,1,North America,Professional
59,60000,2-5 Miles,0,1,1,North America,Professional
60,60000,10+ Miles,1,2,1,North America,Professional
59,70000,2-5 Miles,0,2,1,North America,Skilled Manual
53,70000,10+ Miles,1,2,1,North America,Skilled Manual
59,60000,2-5 Miles,1,2,1,North America,Professional
59,60000,2-5 Miles,1,2,1,North America,Professional
54,60000,10+ Miles,1,2,1,North America,Professional
59,60000,10+ Miles,1,2,1,North America,Professional
54,60000,10+ Miles,1,2,1,North America,Professional
54,60000,10+ Miles,1,2,1,North America,Professional
58,70000,10+ Miles,1,1,3,North America,Professional
53,130000,0-1 Miles,0,4,3,Europe,Management
43,110000,5-10 Miles,1,3,4,Europe,Professional
54,120000,5-10 Miles,1,4,4,Europe,Professional
48,130000,5-10 Miles,1,3,4,Europe,Professional
55,100000,5-10 Miles,1,4,3,Europe,Professional
55,100000,5-10 Miles,1,4,3,Europe,Professional
55,120000,5-10 Miles,1,4,4,Europe,Professional
49,170000,0-1 Miles,0,4,3,Europe,Professional
55,170000,0-1 Miles,1,4,3,Europe,Professional
56,100000,10+ Miles,1,4,3,Europe,Professional
56,100000,10+ Miles,1,4,3,Europe,Professional
56,110000,10+ Miles,1,4,4,Europe,Professional
56,130000,5-10 Miles,1,3,4,Europe,Professional
56,130000,0-1 Miles,0,3,4,Europe,Professional
40,160000,0-1 Miles,1,3,4,Europe,Professional
67,70000,2-5 Miles,1,2,1,Europe,Professional
67,80000,2-5 Miles,1,2,0,Europe,Management
67,100000,2-5 Miles,1,4,3,Europe,Management
67,170000,0-1 Miles,1,2,4,Europe,Management
62,170000,0-1 Miles,1,3,4,Europe,Management
67,170000,0-1 Miles,1,3,4,Europe,Management
60,150000,0-1 Miles,1,4,4,Europe,Management
65,90000,10+ Miles,1,2,0,Europe,Professional
60,110000,10+ Miles,1,4,4,Europe,Management
57,90000,10+ Miles,1,1,2,Europe,Professional
57,100000,10+ Miles,1,3,4,Europe,Professional
52,120000,5-10 Miles,1,2,5,Europe,Professional
57,130000,0-1 Miles,1,4,4,Europe,Professional
57,130000,5-10 Miles,0,4,4,Europe,Professional
57,170000,0-1 Miles,1,4,4,Europe,Professional
52,170000,0-1 Miles,1,4,4,Europe,Professional
52,100000,10+ Miles,1,3,4,Europe,Management
58,110000,10+ Miles,0,2,5,Europe,Professional
52,120000,10+ Miles,0,2,5,Europe,Management
48,80000,10+ Miles,1,2,1,Europe,Professional
54,120000,10+ Miles,1,3,5,Europe,Professional
60,80000,10+ Miles,1,2,2,Europe,Professional
59,100000,10+ Miles,1,4,4,Europe,Professional
55,100000,10+ Miles,1,4,4,Europe,Management
60,100000,10+ Miles,1,4,4,Europe,Management
61,150000,10+ Miles,1,3,5,Europe,Management
61,160000,10+ Miles,1,3,5,Europe,Management
46,160000,10+ Miles,0,4,5,Europe,Management
62,160000,0-1 Miles,0,4,5,Europe,Management
56,170000,0-1 Miles,0,4,5,Europe,Management
63,90000,5-10 Miles,0,3,1,Europe,Management
63,90000,5-10 Miles,0,4,1,Europe,Skilled Manual
64,80000,5-10 Miles,1,4,1,Europe,Skilled Manual
64,120000,10+ Miles,1,4,5,Europe,Management
31,70000,5-10 Miles,0,2,0,Pacific,Professional
36,70000,10+ Miles,1,2,0,Pacific,Professional
34,70000,10+ Miles,1,2,0,Pacific,Professional
35,80000,10+ Miles,1,2,0,Pacific,Professional
35,80000,10+ Miles,0,2,0,Pacific,Professional
36,80000,10+ Miles,1,2,0,Pacific,Professional
37,70000,10+ Miles,1,3,0,Pacific,Professional
37,70000,10+ Miles,1,3,0,Pacific,Professional
33,80000,10+ Miles,1,3,0,Pacific,Professional
32,80000,10+ Miles,1,3,0,Pacific,Professional
37,90000,10+ Miles,1,2,0,Pacific,Professional
32,90000,10+ Miles,1,3,0,Pacific,Professional
33,100000,10+ Miles,1,2,5,Pacific,Management
38,100000,10+ Miles,1,2,5,Pacific,Management
39,80000,10+ Miles,0,3,0,Pacific,Professional
38,110000,10+ Miles,1,3,5,Pacific,Management
38,120000,10+ Miles,1,4,5,Pacific,Professional
38,120000,10+ Miles,1,4,5,Pacific,Professional
38,130000,0-1 Miles,1,4,5,Pacific,Management
33,90000,10+ Miles,1,3,0,Pacific,Professional
33,90000,10+ Miles,0,3,0,Pacific,Professional
33,100000,10+ Miles,0,3,5,Pacific,Management
35,80000,10+ Miles,1,4,0,Pacific,Professional
39,130000,0-1 Miles,1,4,5,Pacific,Management
40,100000,10+ Miles,1,3,5,Pacific,Management
34,100000,10+ Miles,1,4,5,Pacific,Management
35,90000,10+ Miles,0,4,0,Pacific,Professional
41,100000,10+ Miles,1,4,5,Pacific,Management
41,100000,10+ Miles,1,4,5,Pacific,Professional
41,110000,10+ Miles,1,4,5,Pacific,Management
41,120000,10+ Miles,1,4,5,Pacific,Professional
40,110000,10+ Miles,1,4,5,Pacific,Professional
39,120000,10+ Miles,1,4,5,Pacific,Management
47,90000,2-5 Miles,1,3,5,North America,Professional
39,60000,0-1 Miles,1,0,0,North America,Professional
39,70000,2-5 Miles,1,0,0,North America,Professional
41,50000,2-5 Miles,1,1,1,North America,Skilled Manual
41,50000,2-5 Miles,1,1,1,North America,Skilled Manual
42,50000,2-5 Miles,1,0,2,North America,Skilled Manual
36,50000,2-5 Miles,1,0,2,North America,Skilled Manual
40,60000,2-5 Miles,1,0,0,North America,Professional
35,60000,2-5 Miles,1,0,0,North America,Professional
35,60000,2-5 Miles,1,0,0,North America,Professional
40,70000,0-1 Miles,1,0,0,North America,Professional
34,70000,0-1 Miles,1,0,0,North America,Professional
40,70000,0-1 Miles,1,0,0,North America,Professional
42,60000,0-1 Miles,1,0,0,North America,Professional
37,70000,2-5 Miles,1,0,2,North America,Skilled Manual
43,70000,2-5 Miles,1,0,2,North America,Skilled Manual
38,70000,0-1 Miles,0,1,2,North America,Skilled Manual
43,70000,0-1 Miles,1,1,2,North America,Skilled Manual
38,40000,10+ Miles,1,3,5,North America,Skilled Manual
44,40000,2-5 Miles,0,1,0,North America,Professional
35,60000,0-1 Miles,1,0,0,North America,Professional
41,60000,2-5 Miles,1,0,0,North America,Professional
41,70000,0-1 Miles,1,0,0,North America,Professional
41,70000,2-5 Miles,1,0,0,North America,Professional
41,70000,0-1 Miles,1,0,0,North America,Professional
44,50000,2-5 Miles,1,1,2,North America,Skilled Manual
44,50000,2-5 Miles,1,1,2,North America,Skilled Manual
44,50000,0-1 Miles,0,1,2,North America,Skilled Manual
39,60000,2-5 Miles,1,0,0,North America,Professional
45,60000,2-5 Miles,1,0,0,North America,Professional
33,70000,2-5 Miles,1,0,0,North America,Professional
45,70000,2-5 Miles,1,0,0,North America,Professional
39,70000,2-5 Miles,1,0,0,North America,Professional
42,70000,2-5 Miles,1,0,0,North America,Professional
37,70000,0-1 Miles,0,2,5,North America,Professional
42,80000,0-1 Miles,1,0,0,North America,Professional
46,40000,2-5 Miles,0,1,0,North America,Professional
40,40000,2-5 Miles,0,1,0,North America,Professional
46,80000,0-1 Miles,1,1,3,North America,Skilled Manual
46,80000,2-5 Miles,1,2,3,North America,Skilled Manual
46,80000,0-1 Miles,0,2,3,North America,Skilled Manual
40,80000,2-5 Miles,1,0,4,North America,Skilled Manual
46,50000,2-5 Miles,1,1,4,North America,Skilled Manual
46,60000,2-5 Miles,1,0,0,North America,Professional
47,40000,2-5 Miles,1,1,0,North America,Professional
41,40000,2-5 Miles,0,1,0,North America,Professional
47,40000,0-1 Miles,0,1,0,North America,Professional
46,60000,10+ Miles,1,3,5,North America,Skilled Manual
47,60000,5-10 Miles,0,3,5,North America,Skilled Manual
47,60000,2-5 Miles,1,2,2,North America,Skilled Manual
47,60000,0-1 Miles,1,2,2,North America,Skilled Manual
47,60000,2-5 Miles,1,2,2,North America,Skilled Manual
42,60000,2-5 Miles,1,2,2,North America,Skilled Manual
37,70000,0-1 Miles,1,2,2,North America,Professional
43,70000,2-5 Miles,1,2,2,North America,Professional
43,70000,2-5 Miles,1,2,2,North America,Professional
37,70000,2-5 Miles,1,2,2,North America,Professional
43,70000,2-5 Miles,1,1,0,North America,Professional
43,70000,2-5 Miles,0,1,0,North America,Professional
48,70000,0-1 Miles,0,2,2,North America,Professional
48,60000,0-1 Miles,0,0,2,North America,Professional
33,30000,2-5 Miles,0,1,0,Europe,Manual
37,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
39,10000,1-2 Miles,1,2,0,Europe,Manual
38,30000,2-5 Miles,0,1,0,Europe,Manual
38,40000,0-1 Miles,1,0,1,Europe,Skilled Manual
38,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
38,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
39,30000,1-2 Miles,0,1,0,Europe,Manual
40,10000,1-2 Miles,0,2,0,Europe,Manual
39,30000,2-5 Miles,0,1,0,Europe,Manual
33,40000,0-1 Miles,0,1,1,Europe,Clerical
39,40000,1-2 Miles,1,0,2,Europe,Clerical
39,40000,0-1 Miles,1,0,2,Europe,Clerical
39,40000,1-2 Miles,1,0,2,Europe,Clerical
40,20000,1-2 Miles,0,2,0,Europe,Manual
40,20000,0-1 Miles,0,2,0,Europe,Manual
40,20000,1-2 Miles,0,2,0,Europe,Manual
40,20000,1-2 Miles,0,2,0,Europe,Manual
40,30000,1-2 Miles,0,1,0,Europe,Manual
40,30000,2-5 Miles,0,1,0,Europe,Manual
40,30000,2-5 Miles,0,1,0,Europe,Manual
40,30000,2-5 Miles,0,1,0,Europe,Manual
41,40000,0-1 Miles,1,0,2,Europe,Clerical
34,40000,0-1 Miles,1,1,2,Europe,Clerical
40,40000,0-1 Miles,0,1,2,Europe,Clerical
31,40000,1-2 Miles,1,1,3,North America,Clerical
37,40000,1-2 Miles,1,1,3,North America,Clerical
37,40000,1-2 Miles,1,2,3,North America,Clerical
37,30000,1-2 Miles,1,0,0,North America,Skilled Manual
45,60000,0-1 Miles,0,0,0,North America,Skilled Manual
40,60000,0-1 Miles,1,0,0,North America,Skilled Manual
45,60000,1-2 Miles,1,0,0,North America,Skilled Manual
40,60000,1-2 Miles,1,0,0,North America,Skilled Manual
58,10000,1-2 Miles,1,2,1,North America,Manual
58,10000,1-2 Miles,1,2,1,North America,Manual
58,10000,1-2 Miles,1,2,1,North America,Manual
58,10000,1-2 Miles,1,2,1,North America,Manual
52,20000,0-1 Miles,0,2,0,North America,Manual
53,20000,0-1 Miles,0,2,0,North America,Manual
47,20000,1-2 Miles,0,2,0,North America,Manual
58,20000,1-2 Miles,0,2,0,North America,Manual
58,20000,1-2 Miles,1,2,0,North America,Manual
52,20000,0-1 Miles,0,2,0,North America,Manual
47,20000,0-1 Miles,0,2,0,North America,Manual
