"Age" "YearlyIncome" "CommuteDistance" "HouseOwnerFlag" "NumberCarsOwned" "NumberChildrenAtHome" "Region" "EnglishOccupation"
"11669" "40" 0.1875 1 0 0 0 "Europe" "Professional"
"11670" "30" 0.1875 1 1 0 0 "Europe" "Professional"
"11671" "40" 0.3125 1 1 0 0 "Europe" "Skilled Manual"
"11672" "40" 0.125 1 1 0 2 "Europe" "Manual"
"11673" "40" 0.125 1 1 0 2 "Europe" "Clerical"
"11674" "40" 0.125 1 1 0 2 "Europe" "Clerical"
"11675" "40" 0.125 1 1 0 2 "Europe" "Clerical"
"11676" "30" 0.125 1 1 1 2 "Europe" "Clerical"
"11677" "40" 0.125 1 1 1 2 "Europe" "Clerical"
"11678" "40" 0.125 1 1 2 2 "Europe" "Clerical"
"11679" "30" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"11680" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"11681" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"11682" "40" 0.125 1 1 2 2 "Europe" "Clerical"
"11683" "40" 0.125 1 0 2 2 "Europe" "Clerical"
"11684" "40" 0.125 1 1 0 3 "Europe" "Clerical"
"11685" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"11686" "30" 0.125 1 1 1 3 "Europe" "Clerical"
"11687" "30" 0.125 1 1 2 3 "Europe" "Clerical"
"11688" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"11689" "40" 0.125 4 0 1 0 "Europe" "Clerical"
"11690" "40" 0.125 1 0 1 0 "Europe" "Clerical"
"11691" "30" 0.1875 1 1 1 0 "Europe" "Skilled Manual"
"11692" "40" 0.1875 1 1 1 0 "Europe" "Skilled Manual"
"11693" "40" 0.1875 1 1 1 0 "Europe" "Skilled Manual"
"11694" "40" 0.1875 1 1 1 0 "Europe" "Skilled Manual"
"11695" "30" 0.125 1 1 2 3 "Europe" "Clerical"
"11696" "30" 0.125 1 1 3 4 "Europe" "Clerical"
"11697" "30" 0.0625 4 1 1 0 "Europe" "Manual"
"11698" "30" 0.0625 4 0 1 0 "Europe" "Manual"
"11699" "30" 0 1 0 2 0 "Europe" "Manual"
"11700" "30" 0 1 1 2 0 "Europe" "Manual"
"11701" "30" 0 1 0 2 0 "Europe" "Manual"
"11702" "30" 0.0625 5 0 1 0 "Europe" "Manual"
"11703" "30" 0.0625 5 0 1 0 "Europe" "Manual"
"11704" "30" 0.0625 5 0 1 0 "Europe" "Manual"
"11705" "30" 0.0625 5 0 1 0 "Europe" "Manual"
"11706" "30" 0.0625 4 0 1 0 "Europe" "Manual"
"11707" "30" 0.125 4 1 1 0 "Europe" "Clerical"
"11708" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"11709" "30" 0 1 1 2 0 "Europe" "Manual"
"11710" "30" 0.0625 1 0 2 0 "Europe" "Manual"
"11711" "30" 0.0625 1 0 2 0 "Europe" "Manual"
"11712" "30" 0.125 1 0 1 0 "Europe" "Clerical"
"11713" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"11714" "40" 0.375 1 0 2 0 "North America" "Professional"
"11715" "40" 0.5 1 1 3 4 "North America" "Professional"
"11716" "40" 0.5 1 1 3 4 "North America" "Professional"
"11717" "30" 0.5625 4 1 4 1 "North America" "Management"
"11718" "40" 0.5625 4 1 4 1 "North America" "Professional"
"11719" "40" 0.625 4 1 3 2 "North America" "Management"
"11720" "40" 0.625 4 1 4 2 "North America" "Management"
"11721" "30" 0.75 1 1 4 1 "North America" "Management"
"11722" "40" 0.1875 4 1 2 3 "North America" "Skilled Manual"
"11723" "40" 0.375 1 0 1 0 "North America" "Professional"
"11724" "60" 0.3125 2 1 2 0 "North America" "Management"
"11725" "50" 0.375 3 1 2 0 "North America" "Management"
"11726" "60" 0.3125 3 1 2 0 "North America" "Management"
"11727" "60" 0.3125 2 1 2 0 "North America" "Management"
"11728" "60" 0.3125 3 1 2 0 "North America" "Management"
"11729" "60" 0.375 3 1 2 0 "North America" "Management"
"11730" "60" 0.375 3 1 2 0 "North America" "Management"
"11731" "60" 0.375 3 1 2 0 "North America" "Management"
"11732" "60" 0.375 3 1 2 0 "North America" "Management"
"11733" "60" 0.4375 2 1 2 0 "North America" "Management"
"11734" "60" 0.4375 2 0 2 0 "North America" "Management"
"11735" "60" 0.125 2 0 2 0 "North America" "Clerical"
"11736" "60" 0.1875 3 1 2 0 "North America" "Professional"
"11737" "60" 0.1875 2 0 2 0 "North America" "Professional"
"11738" "60" 0.375 3 1 2 0 "North America" "Management"
"11739" "60" 0.375 2 1 2 0 "North America" "Management"
"11740" "60" 0.375 3 1 2 0 "North America" "Management"
"11741" "60" 0.1875 2 0 2 0 "North America" "Professional"
"11742" "60" 0.1875 3 1 2 0 "North America" "Professional"
"11743" "60" 0.1875 4 0 2 0 "North America" "Professional"
"11744" "60" 0.1875 3 1 2 0 "North America" "Professional"
"11745" "60" 0.1875 4 0 3 0 "North America" "Professional"
"11746" "60" 0.1875 3 1 3 0 "North America" "Professional"
"11747" "60" 0.375 4 1 2 0 "North America" "Management"
"11748" "60" 0.375 3 1 2 0 "North America" "Management"
"11749" "60" 0.375 3 1 3 0 "North America" "Management"
"11750" "60" 0.375 3 1 4 0 "North America" "Management"
"11751" "60" 0.375 4 1 4 0 "North America" "Management"
"11752" "60" 0.3125 4 0 2 0 "North America" "Management"
"11753" "60" 0.3125 4 0 2 0 "North America" "Management"
"11754" "60" 0.375 4 0 1 1 "North America" "Professional"
"11755" "60" 0.375 3 1 1 1 "North America" "Professional"
"11756" "60" 0.375 4 1 1 1 "North America" "Professional"
"11757" "60" 0.375 4 1 1 1 "North America" "Professional"
"11758" "60" 0.375 4 1 1 1 "North America" "Professional"
"11759" "50" 0.3125 4 0 1 1 "North America" "Professional"
"11760" "60" 0.3125 3 1 1 1 "North America" "Professional"
"11761" "60" 0.3125 4 0 1 1 "North America" "Professional"
"11762" "60" 0.3125 3 1 1 1 "North America" "Professional"
"11763" "60" 0.3125 3 1 1 1 "North America" "Professional"
"11764" "60" 0.3125 3 1 1 1 "North America" "Professional"
"11765" "60" 0.3125 3 1 2 1 "North America" "Professional"
"11766" "60" 0.3125 4 1 2 1 "North America" "Professional"
"11767" "60" 0.3125 3 1 2 1 "North America" "Professional"
"11768" "60" 0.3125 3 1 2 1 "North America" "Professional"
"11769" "60" 0.3125 4 1 0 1 "North America" "Management"
"11770" "60" 0.3125 3 1 1 1 "North America" "Professional"
"11771" "60" 0.375 3 1 2 1 "North America" "Professional"
"11772" "60" 0.1875 4 0 2 1 "North America" "Skilled Manual"
"11773" "60" 0.1875 4 1 2 1 "North America" "Skilled Manual"
"11774" "50" 0.3125 3 1 2 1 "North America" "Professional"
"11775" "60" 0.3125 3 1 2 1 "North America" "Professional"
"11776" "60" 0.3125 4 1 1 1 "North America" "Professional"
"11777" "60" 0.375 2 1 1 2 "North America" "Professional"
"11778" "60" 0.3125 3 1 2 1 "North America" "Professional"
"11779" "60" 0.3125 3 1 1 1 "North America" "Professional"
"11780" "50" 0.3125 3 1 2 1 "North America" "Professional"
"11781" "60" 0.3125 4 1 2 1 "North America" "Professional"
"11782" "60" 0.375 3 1 1 2 "North America" "Professional"
"11783" "60" 0.375 3 1 2 2 "North America" "Professional"
"11784" "50" 0.375 3 1 2 1 "North America" "Skilled Manual"
"11785" "50" 0.375 4 1 2 1 "North America" "Skilled Manual"
"11786" "50" 0.375 3 1 3 1 "North America" "Skilled Manual"
"11787" "50" 0.375 3 1 3 1 "North America" "Skilled Manual"
"11788" "50" 0.375 3 1 3 1 "North America" "Skilled Manual"
"11789" "50" 0.375 4 0 3 1 "North America" "Skilled Manual"
"11790" "50" 0.375 3 1 3 1 "North America" "Skilled Manual"
"11791" "50" 0.375 3 1 4 1 "North America" "Skilled Manual"
"11792" "50" 0.3125 4 1 2 1 "North America" "Professional"
"11793" "40" 0.375 3 1 1 3 "North America" "Professional"
"11794" "50" 0.375 3 1 1 3 "North America" "Professional"
"11795" "30" 0.75 5 1 1 4 "Europe" "Professional"
"11796" "40" 0.625 5 1 3 4 "Europe" "Professional"
"11797" "50" 0.625 5 0 3 4 "Europe" "Professional"
"11798" "50" 0.75 1 1 2 4 "Europe" "Professional"
"11799" "50" 0.875 5 1 4 3 "Europe" "Professional"
"11800" "50" 0.6875 5 0 4 4 "Europe" "Professional"
"11801" "50" 0.5 4 0 2 1 "Europe" "Professional"
"11802" "50" 0.625 3 1 4 4 "Europe" "Professional"
"11803" "50" 0.6875 3 1 4 4 "Europe" "Professional"
"11804" "50" 0.75 1 0 3 4 "Europe" "Professional"
"11805" "50" 0.4375 4 1 2 1 "Europe" "Professional"
"11806" "60" 0.4375 3 1 2 0 "Europe" "Management"
"11807" "60" 0.5 3 1 2 0 "Europe" "Professional"
"11808" "60" 0.75 1 1 4 4 "Europe" "Management"
"11809" "60" 1 1 0 2 4 "Europe" "Management"
"11810" "60" 0.4375 3 1 2 0 "Europe" "Professional"
"11811" "60" 0.5 4 0 2 0 "Europe" "Professional"
"11812" "60" 0.625 3 1 4 4 "Europe" "Management"
"11813" "60" 0.6875 5 1 4 4 "Europe" "Management"
"11814" "60" 0.75 5 1 4 4 "Europe" "Management"
"11815" "60" 0.5625 3 1 4 3 "Europe" "Management"
"11816" "60" 0.5625 3 1 1 4 "Europe" "Management"
"11817" "60" 0.6875 3 1 4 4 "Europe" "Management"
"11818" "60" 0.6875 3 1 0 5 "Europe" "Management"
"11819" "60" 0.875 5 1 4 4 "Europe" "Management"
"11820" "50" 0.4375 4 1 2 2 "Europe" "Professional"
"11821" "50" 0.5625 4 1 3 4 "Europe" "Professional"
"11822" "50" 0.75 1 1 4 4 "Europe" "Professional"
"11823" "50" 1 3 1 4 4 "Europe" "Professional"
"11824" "50" 0.9375 1 1 2 5 "Europe" "Management"
"11825" "50" 0.4375 4 0 2 1 "Europe" "Professional"
"11826" "50" 0.6875 3 1 3 5 "Europe" "Professional"
"11827" "50" 0.75 3 1 3 5 "Europe" "Professional"
"11828" "50" 0.4375 3 1 2 2 "Europe" "Professional"
"11829" "60" 0.9375 1 1 3 5 "Europe" "Management"
"11830" "60" 0.4375 5 1 3 1 "Europe" "Management"
"11831" "60" 0.6875 3 1 3 5 "Europe" "Management"
"11832" "60" 0.375 3 1 3 1 "Europe" "Skilled Manual"
"11833" "60" 0.375 5 1 3 1 "Europe" "Skilled Manual"
"11834" "50" 0.4375 3 1 3 1 "Europe" "Management"
"11835" "60" 0.5625 5 1 4 4 "Europe" "Professional"
"11836" "60" 0.5625 5 1 0 5 "Europe" "Professional"
"11837" "60" 0.625 3 1 3 5 "Europe" "Professional"
"11838" "50" 0.6875 3 1 4 5 "Europe" "Management"
"11839" "60" 0.75 1 1 4 5 "Europe" "Professional"
"11840" "30" 0.3125 4 0 3 0 "Pacific" "Professional"
"11841" "30" 0.375 3 1 2 0 "Pacific" "Professional"
"11842" "30" 0.375 3 1 3 0 "Pacific" "Professional"
"11843" "30" 0.375 3 0 3 0 "Pacific" "Professional"
"11844" "30" 0.375 3 0 3 0 "Pacific" "Professional"
"11845" "30" 0.375 3 0 3 0 "Pacific" "Professional"
"11846" "30" 0.4375 3 0 2 0 "Pacific" "Professional"
"11847" "30" 0.4375 3 0 3 0 "Pacific" "Professional"
"11848" "30" 0.4375 3 0 3 0 "Pacific" "Professional"
"11849" "30" 0.4375 3 0 3 0 "Pacific" "Professional"
"11850" "30" 0.4375 3 1 3 0 "Pacific" "Professional"
"11851" "30" 0.75 3 0 4 5 "Pacific" "Management"
"11852" "30" 0.5 3 0 3 0 "Pacific" "Professional"
"11853" "30" 0.4375 3 1 3 0 "Pacific" "Professional"
"11854" "30" 0.4375 3 1 3 0 "Pacific" "Professional"
"11855" "30" 0.5625 3 1 2 5 "Pacific" "Management"
"11856" "30" 0.625 3 0 3 5 "Pacific" "Management"
"11857" "40" 0.4375 3 0 4 0 "Pacific" "Professional"
"11858" "30" 0.625 3 1 4 5 "Pacific" "Management"
"11859" "30" 0.75 3 1 4 5 "Pacific" "Management"
"11860" "40" 0.5 3 0 4 0 "Pacific" "Professional"
"11861" "40" 0.5625 3 1 4 5 "Pacific" "Management"
"11862" "40" 0.5 1 1 3 5 "North America" "Professional"
"11863" "30" 0.625 4 1 4 2 "North America" "Management"
"11864" "50" 0.375 1 1 0 3 "North America" "Professional"
"11865" "40" 0.5 5 0 0 1 "North America" "Professional"
"11866" "70" 0.4375 4 1 2 0 "North America" "Management"
"11867" "30" 0.125 4 1 1 0 "Europe" "Clerical"
"11868" "30" 0.0625 2 0 2 0 "Europe" "Manual"
"11869" "30" 0.0625 2 0 2 0 "Europe" "Manual"
"11870" "30" 0.0625 2 0 2 0 "Europe" "Manual"
"11871" "30" 0.125 4 1 1 0 "Europe" "Manual"
"11872" "30" 0.375 4 1 1 0 "North America" "Skilled Manual"
"11873" "40" 0.375 4 1 1 0 "North America" "Skilled Manual"
"11874" "40" 0.375 4 1 1 0 "North America" "Skilled Manual"
"11875" "50" 0.1875 3 1 3 3 "North America" "Skilled Manual"
"11876" "50" 0.1875 4 1 2 2 "North America" "Skilled Manual"
"11877" "40" 0.1875 4 1 2 2 "North America" "Skilled Manual"
"11878" "40" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"11879" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"11880" "40" 0.3125 1 1 1 0 "North America" "Skilled Manual"
"11881" "50" 0.1875 1 1 2 2 "North America" "Skilled Manual"
"11882" "40" 0.1875 4 1 2 2 "North America" "Skilled Manual"
"11883" "40" 0.25 1 0 1 0 "North America" "Skilled Manual"
"11884" "40" 0.25 1 0 1 0 "North America" "Skilled Manual"
"11885" "30" 0.25 1 0 1 0 "North America" "Skilled Manual"
"11886" "40" 0.3125 4 1 1 0 "North America" "Professional"
"11887" "40" 0.3125 4 1 1 0 "North America" "Professional"
"11888" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"11889" "50" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"11890" "40" 0.3125 4 1 1 0 "North America" "Skilled Manual"
"11891" "40" 0.3125 4 1 0 3 "North America" "Professional"
"11892" "50" 0.3125 4 1 0 3 "North America" "Professional"
"11893" "50" 0.375 1 0 1 0 "North America" "Professional"
"11894" "50" 0.375 1 0 1 0 "North America" "Professional"
"11895" "50" 0.375 3 1 3 5 "North America" "Professional"
"11896" "50" 0.375 3 1 3 5 "North America" "Professional"
"11897" "50" 0.3125 4 1 1 2 "North America" "Professional"
"11898" "40" 0.3125 4 1 1 0 "North America" "Professional"
"11899" "50" 0.3125 4 1 1 0 "North America" "Professional"
"11900" "50" 0.3125 4 1 1 0 "North America" "Professional"
"11901" "50" 0.3125 4 1 1 0 "North America" "Professional"
"11902" "40" 0.3125 1 0 1 0 "North America" "Professional"
"11903" "50" 0.375 4 1 1 4 "North America" "Professional"
"11904" "50" 0.4375 1 1 0 4 "North America" "Professional"
"11905" "40" 0.5 1 0 0 0 "Pacific" "Management"
"11906" "40" 0.5 1 1 0 0 "Pacific" "Management"
"11907" "30" 0.5 1 0 0 0 "Pacific" "Management"
"11908" "40" 0.3125 1 1 1 2 "Pacific" "Professional"
"11909" "40" 0.5 4 1 0 0 "Pacific" "Professional"
"11910" "40" 0.3125 1 0 1 2 "Pacific" "Professional"
"11911" "40" 0.3125 1 1 1 2 "Pacific" "Professional"
"11912" "30" 0.375 3 1 3 5 "Pacific" "Professional"
"11913" "30" 0.625 4 1 1 0 "Pacific" "Management"
"11914" "40" 0.6875 1 1 2 0 "Pacific" "Management"
"11915" "40" 0.375 3 1 3 5 "Pacific" "Professional"
"11916" "40" 0.375 3 1 4 5 "Pacific" "Professional"
"11917" "30" 0.375 3 1 4 5 "Pacific" "Professional"
"11918" "40" 0.4375 1 1 3 5 "Pacific" "Management"
"11919" "40" 0.4375 1 1 3 5 "Pacific" "Management"
"11920" "40" 0.4375 1 1 3 5 "Pacific" "Professional"
"11921" "40" 0.3125 1 1 1 3 "Pacific" "Professional"
"11922" "40" 0.375 5 1 1 0 "Pacific" "Professional"
"11923" "40" 0.375 5 0 1 0 "Pacific" "Professional"
"11924" "40" 0.3125 5 1 2 3 "Pacific" "Professional"
"11925" "40" 0.3125 3 1 3 4 "Pacific" "Professional"
"11926" "40" 0.3125 3 1 3 4 "Pacific" "Professional"
"11927" "40" 0.3125 5 1 2 2 "Pacific" "Professional"
"11928" "40" 0.3125 1 0 2 2 "Pacific" "Professional"
"11929" "40" 0.375 5 0 1 0 "Pacific" "Professional"
"11930" "40" 0.5 2 0 0 0 "Pacific" "Professional"
"11931" "30" 0.5 2 1 0 4 "Pacific" "Professional"
"11932" "70" 0.5625 2 0 1 0 "Pacific" "Management"
"11933" "40" 0.375 1 0 1 0 "Pacific" "Skilled Manual"
"11934" "40" 0.3125 1 0 1 0 "Pacific" "Professional"
"11935" "40" 0.3125 5 1 1 0 "Pacific" "Professional"
"11936" "40" 0.3125 1 0 1 0 "Pacific" "Skilled Manual"
"11937" "50" 0.3125 1 0 1 0 "Pacific" "Skilled Manual"
"11938" "40" 0.3125 1 0 1 0 "Pacific" "Professional"
"11939" "50" 0.3125 5 1 1 0 "Pacific" "Skilled Manual"
"11940" "50" 0.3125 5 1 1 0 "Pacific" "Skilled Manual"
"11941" "40" 0.5625 2 0 1 0 "Pacific" "Management"
"11942" "30" 0.5625 5 0 1 0 "Pacific" "Professional"
"11943" "50" 0.3125 5 1 1 0 "Pacific" "Skilled Manual"
"11944" "50" 0.3125 1 0 1 0 "Pacific" "Skilled Manual"
"11945" "50" 0.5 5 1 1 0 "Pacific" "Professional"
"11946" "40" 0.5 2 0 1 0 "Pacific" "Professional"
"11947" "50" 0.5 4 1 1 0 "Pacific" "Professional"
"11948" "70" 0.1875 1 0 1 0 "Pacific" "Professional"
"11949" "40" 0.375 5 0 1 0 "Pacific" "Professional"
"11950" "70" 0.25 5 1 1 0 "Pacific" "Management"
"11951" "40" 0.375 1 0 1 0 "Pacific" "Professional"
"11952" "40" 0.375 5 1 1 0 "Pacific" "Professional"
"11953" "40" 0.375 1 0 1 0 "Pacific" "Professional"
"11954" "40" 0.375 5 1 2 0 "Pacific" "Professional"
"11955" "40" 0.375 5 0 2 0 "Pacific" "Professional"
"11956" "40" 0.375 1 0 2 4 "Pacific" "Professional"
"11957" "40" 0.375 5 1 2 4 "Pacific" "Skilled Manual"
"11958" "40" 0.375 1 1 2 4 "Pacific" "Skilled Manual"
"11959" "50" 0.3125 1 0 1 0 "Pacific" "Skilled Manual"
"11960" "40" 0.3125 1 0 1 0 "Pacific" "Skilled Manual"
"11961" "40" 0.375 5 1 3 4 "Pacific" "Skilled Manual"
"11962" "40" 0.375 3 1 3 4 "Pacific" "Skilled Manual"
"11963" "50" 0.375 5 1 1 0 "Pacific" "Skilled Manual"
"11964" "40" 0.375 5 1 1 0 "Pacific" "Skilled Manual"
"11965" "70" 0.125 5 0 2 0 "Pacific" "Clerical"
"11966" "70" 0.125 5 0 2 0 "Pacific" "Clerical"
"11967" "40" 0.4375 1 0 1 0 "Pacific" "Skilled Manual"
"11968" "30" 0.125 1 0 2 0 "North America" "Skilled Manual"
"11969" "30" 0.1875 5 0 1 0 "North America" "Skilled Manual"
"11970" "30" 0.1875 1 0 2 0 "North America" "Skilled Manual"
"11971" "30" 0.1875 5 0 2 0 "North America" "Skilled Manual"
"11972" "30" 0.125 1 0 2 0 "North America" "Skilled Manual"
"11973" "30" 0.1875 1 0 2 0 "North America" "Skilled Manual"
"11974" "60" 0 1 0 2 0 "Pacific" "Skilled Manual"
"11975" "70" 0.125 5 1 2 0 "Pacific" "Clerical"
"11976" "30" 0.125 1 0 2 0 "North America" "Clerical"
"11977" "30" 0.1875 1 0 2 0 "North America" "Skilled Manual"
"11978" "30" 0.1875 1 0 2 0 "North America" "Skilled Manual"
"11979" "70" 0.1875 5 1 2 0 "Pacific" "Management"
"11980" "30" 0.125 1 0 2 0 "North America" "Clerical"
"11981" "30" 0.1875 5 1 2 0 "North America" "Skilled Manual"
"11982" "30" 0.1875 1 0 2 0 "North America" "Skilled Manual"
"11983" "30" 0.1875 5 1 2 0 "North America" "Skilled Manual"
"11984" "30" 0.125 5 1 2 0 "North America" "Clerical"
"11985" "30" 0.1875 5 1 2 0 "North America" "Skilled Manual"
"11986" "30" 0.1875 1 0 2 0 "North America" "Skilled Manual"
"11987" "70" 0.125 5 0 2 0 "Pacific" "Clerical"
"11988" "60" 0.1875 1 1 2 0 "Pacific" "Management"
"11989" "70" 0.1875 5 1 2 0 "Pacific" "Management"
"11990" "30" 0.1875 5 1 1 0 "North America" "Skilled Manual"
"11991" "30" 0.1875 2 0 1 0 "North America" "Skilled Manual"
"11992" "30" 0.25 5 1 1 0 "North America" "Skilled Manual"
"11993" "30" 0.3125 2 0 1 0 "North America" "Skilled Manual"
"11994" "30" 0.375 1 0 2 0 "North America" "Skilled Manual"
"11995" "30" 0.4375 2 1 1 0 "North America" "Management"
"11996" "30" 0.4375 2 1 1 0 "North America" "Management"
"11997" "30" 0.4375 2 1 1 0 "North America" "Management"
"11998" "40" 0.4375 2 1 1 0 "North America" "Management"
"11999" "30" 0.4375 2 1 1 0 "North America" "Management"
"12000" "40" 0.4375 2 1 1 0 "North America" "Management"
"12001" "40" 0.625 3 1 1 1 "North America" "Management"
"12002" "40" 0.6875 2 0 4 1 "North America" "Management"
"12003" "40" 0.5 2 0 3 4 "North America" "Skilled Manual"
"12004" "40" 0.5625 2 0 3 0 "North America" "Management"
"12005" "30" 0.75 1 1 3 0 "North America" "Management"
"12006" "30" 0.1875 2 0 2 0 "North America" "Skilled Manual"
"12007" "30" 0.125 5 1 1 0 "North America" "Skilled Manual"
"12008" "30" 0.125 5 1 1 0 "North America" "Skilled Manual"
"12009" "60" 0.0625 5 1 2 0 "Pacific" "Skilled Manual"
"12010" "30" 0.1875 5 1 2 0 "North America" "Skilled Manual"
"12011" "30" 0.1875 5 1 2 0 "North America" "Clerical"
"12012" "30" 0.125 5 1 1 0 "North America" "Skilled Manual"
"12013" "60" 0.0625 5 1 2 0 "Pacific" "Skilled Manual"
"12014" "60" 0.0625 2 0 2 0 "Pacific" "Skilled Manual"
"12015" "60" 0.0625 5 1 2 0 "Pacific" "Skilled Manual"
"12016" "40" 0.375 1 1 0 1 "North America" "Skilled Manual"
"12017" "40" 0.375 2 1 0 1 "North America" "Skilled Manual"
"12018" "40" 0.375 2 1 0 1 "North America" "Skilled Manual"
"12019" "40" 0.375 1 1 0 1 "North America" "Skilled Manual"
"12020" "40" 0.3125 2 1 0 0 "North America" "Skilled Manual"
"12021" "40" 0.5 3 1 1 0 "North America" "Professional"
"12022" "40" 0.5625 4 1 2 2 "North America" "Professional"
"12023" "40" 0.4375 5 1 2 4 "North America" "Professional"
"12024" "40" 0.5 5 1 3 4 "North America" "Professional"
"12025" "40" 0.5625 2 1 3 2 "North America" "Professional"
"12026" "40" 0.5625 2 1 4 2 "North America" "Professional"
"12027" "40" 0.6875 5 1 4 3 "North America" "Professional"
"12028" "40" 0.75 1 0 4 2 "North America" "Management"
"12029" "40" 0.75 4 1 4 2 "North America" "Management"
"12030" "40" 0.4375 2 1 3 4 "North America" "Professional"
"12031" "50" 0.5 2 1 2 3 "North America" "Professional"
"12032" "40" 0.5 5 1 2 3 "North America" "Professional"
"12033" "50" 0.75 4 1 3 3 "North America" "Management"
"12034" "40" 0.75 4 1 3 3 "North America" "Management"
"12035" "50" 0.75 4 0 3 3 "North America" "Management"
"12036" "40" 0.75 1 1 3 3 "North America" "Management"
"12037" "50" 0.75 1 0 3 3 "North America" "Management"
"12038" "50" 0.4375 5 1 2 0 "North America" "Skilled Manual"
"12039" "50" 0.3125 2 0 2 0 "North America" "Professional"
"12040" "50" 0.3125 2 0 2 0 "North America" "Professional"
"12041" "50" 0.3125 2 0 2 0 "North America" "Professional"
"12042" "50" 0.375 5 1 0 3 "North America" "Professional"
"12043" "50" 0.375 5 1 0 3 "North America" "Professional"
"12044" "50" 0.375 2 1 1 3 "North America" "Professional"
"12045" "50" 0.375 5 1 2 0 "North America" "Skilled Manual"
"12046" "50" 0.375 2 0 2 0 "North America" "Skilled Manual"
"12047" "70" 0.1875 5 1 2 0 "North America" "Professional"
"12048" "70" 0.375 2 1 2 0 "North America" "Management"
"12049" "70" 0.1875 5 1 2 0 "North America" "Professional"
"12050" "70" 0.25 2 0 2 0 "North America" "Management"
"12051" "70" 0.25 5 1 2 0 "North America" "Management"
"12052" "70" 0.3125 5 1 2 0 "North America" "Management"
"12053" "70" 0.75 1 1 3 3 "North America" "Management"
"12054" "40" 0.5 5 1 3 3 "North America" "Professional"
"12055" "50" 0.5 5 1 4 3 "North America" "Professional"
"12056" "40" 0.5625 5 1 0 3 "North America" "Professional"
"12057" "50" 0.6875 5 1 4 3 "North America" "Professional"
"12058" "50" 0.3125 2 0 2 0 "North America" "Skilled Manual"
"12059" "50" 0.375 5 1 2 0 "North America" "Management"
"12060" "50" 0.375 5 1 2 0 "North America" "Management"
"12061" "50" 0.1875 5 1 2 0 "North America" "Professional"
"12062" "50" 0.1875 5 1 2 0 "North America" "Professional"
"12063" "70" 0.3125 2 1 2 0 "North America" "Management"
"12064" "70" 0.3125 2 1 2 0 "North America" "Management"
"12065" "70" 0.3125 3 1 2 0 "North America" "Management"
"12066" "70" 0.3125 3 1 2 0 "North America" "Management"
"12067" "60" 0.3125 2 1 2 0 "North America" "Management"
"12068" "70" 0.3125 3 1 2 0 "North America" "Management"
"12069" "70" 0.3125 3 1 2 0 "North America" "Management"
"12070" "70" 0.375 2 1 2 0 "North America" "Management"
"12071" "70" 0.375 2 0 2 0 "North America" "Management"
"12072" "60" 0.375 2 0 2 0 "North America" "Management"
"12073" "70" 0.4375 5 1 2 0 "North America" "Management"
"12074" "70" 0.4375 2 1 2 0 "North America" "Management"
"12075" "70" 0.25 2 0 2 0 "North America" "Management"
"12076" "70" 0.3125 3 1 2 0 "North America" "Management"
"12077" "70" 0.3125 2 1 2 0 "North America" "Management"
"12078" "60" 0.0625 5 1 2 0 "Pacific" "Skilled Manual"
"12079" "50" 0 5 1 2 1 "Pacific" "Clerical"
"12080" "60" 0.125 5 0 2 0 "Pacific" "Clerical"
"12081" "30" 0.3125 5 1 2 0 "North America" "Skilled Manual"
"12082" "30" 0.375 5 1 2 0 "North America" "Skilled Manual"
"12083" "30" 0.375 5 1 2 0 "North America" "Skilled Manual"
"12084" "30" 0.1875 5 0 2 0 "North America" "Clerical"
"12085" "30" 0.1875 5 0 2 0 "North America" "Clerical"
"12086" "50" 0.0625 5 1 2 1 "Pacific" "Skilled Manual"
"12087" "60" 0.0625 5 1 2 1 "Pacific" "Clerical"
"12088" "60" 0.0625 5 1 2 1 "Pacific" "Clerical"
"12089" "30" 0.1875 5 0 2 0 "North America" "Clerical"
"12090" "30" 0.1875 5 1 1 0 "North America" "Skilled Manual"
"12091" "30" 0.1875 2 0 1 0 "North America" "Skilled Manual"
"12092" "30" 0.3125 2 0 2 0 "North America" "Skilled Manual"
"12093" "30" 0.375 1 0 2 0 "North America" "Skilled Manual"
"12094" "30" 0.375 5 1 2 0 "North America" "Skilled Manual"
"12095" "60" 0.0625 5 1 2 1 "Pacific" "Clerical"
"12096" "60" 0.0625 5 1 2 1 "Pacific" "Clerical"
"12097" "60" 0.0625 5 1 2 1 "Pacific" "Clerical"
"12098" "60" 0.125 2 0 2 0 "Pacific" "Clerical"
"12099" "50" 0.125 2 0 2 0 "Pacific" "Clerical"
"12100" "60" 0.125 2 0 2 0 "Pacific" "Skilled Manual"
"12101" "50" 0.125 5 1 2 0 "Pacific" "Skilled Manual"
"12102" "50" 0.125 5 1 2 0 "Pacific" "Skilled Manual"
