BikeBuyer,Age,YearlyIncome,CommuteDistance,HouseOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,EnglishOccupation,MaritalStatus,Gender,EnglishEducation,Region
1,61,150000,0-1 Miles,0,3,5,4,Management,S,M,Bachelors,Europe
1,45,160000,0-1 Miles,0,4,5,4,Management,S,M,High School,Europe
0,63,70000,10+ Miles,1,3,1,5,Skilled Manual,S,F,Partial High School,Europe
0,58,80000,5-10 Miles,1,4,1,5,Management,M,F,High School,Europe
0,63,90000,10+ Miles,1,3,1,4,Management,M,F,High School,Europe
0,63,90000,10+ Miles,1,3,1,4,Management,M,F,High School,Europe
0,57,90000,10+ Miles,1,4,1,4,Skilled Manual,S,F,Partial High School,Europe
0,63,100000,10+ Miles,1,4,4,3,Management,S,M,High School,Europe
0,63,130000,10+ Miles,1,4,5,5,Management,M,F,High School,Europe
0,64,80000,5-10 Miles,0,2,0,5,Skilled Manual,M,F,Partial High School,Europe
0,64,90000,10+ Miles,1,2,0,5,Skilled Manual,M,M,Partial High School,Europe
0,64,100000,10+ Miles,1,4,4,3,Management,M,F,High School,Europe
0,64,100000,5-10 Miles,1,4,4,3,Professional,M,F,Partial High School,Europe
0,64,130000,10+ Miles,1,4,5,5,Professional,M,F,Partial High School,Europe
0,35,60000,10+ Miles,1,3,0,0,Professional,S,M,Bachelors,Pacific
0,36,60000,2-5 Miles,0,4,0,0,Professional,S,F,Bachelors,Pacific
1,36,70000,10+ Miles,1,2,0,0,Professional,M,F,Bachelors,Pacific
1,35,70000,10+ Miles,0,2,0,0,Professional,M,F,Bachelors,Pacific
1,35,70000,10+ Miles,0,2,0,0,Professional,S,M,Bachelors,Pacific
1,35,70000,10+ Miles,0,2,0,0,Professional,S,M,Bachelors,Pacific
1,35,80000,10+ Miles,1,2,0,0,Professional,S,M,Bachelors,Pacific
1,35,80000,10+ Miles,1,2,0,0,Professional,M,M,Bachelors,Pacific
0,37,70000,10+ Miles,0,3,0,0,Professional,S,M,Bachelors,Pacific
0,31,70000,10+ Miles,1,3,0,0,Professional,M,M,Bachelors,Pacific
0,36,80000,10+ Miles,0,3,0,0,Professional,S,F,Bachelors,Pacific
1,36,90000,10+ Miles,1,2,0,0,Professional,S,M,Bachelors,Pacific
0,37,70000,10+ Miles,0,4,0,0,Professional,S,F,Bachelors,Pacific
0,38,80000,10+ Miles,1,3,0,0,Professional,M,F,Bachelors,Pacific
1,37,90000,10+ Miles,1,3,0,0,Professional,S,M,Bachelors,Pacific
1,37,100000,10+ Miles,1,2,5,0,Management,S,F,High School,Pacific
0,39,80000,10+ Miles,0,3,0,0,Professional,M,F,Bachelors,Pacific
1,38,100000,10+ Miles,1,2,5,0,Management,S,M,High School,Pacific
1,38,110000,10+ Miles,1,3,5,0,Management,M,F,Partial College,Pacific
0,38,120000,10+ Miles,1,4,5,0,Professional,M,F,Partial High School,Pacific
1,39,110000,10+ Miles,1,3,5,0,Management,M,F,High School,Pacific
1,40,100000,10+ Miles,1,3,5,0,Management,M,F,High School,Pacific
1,40,100000,10+ Miles,1,4,5,0,Management,S,F,High School,Pacific
1,35,90000,10+ Miles,0,4,0,0,Professional,S,M,Bachelors,Pacific
1,35,90000,10+ Miles,0,4,0,0,Professional,S,F,Bachelors,Pacific
0,41,100000,10+ Miles,1,4,5,0,Management,M,M,High School,Pacific
1,40,110000,10+ Miles,0,4,5,0,Professional,M,M,Partial High School,Pacific
0,40,110000,10+ Miles,1,4,5,0,Professional,M,M,Partial High School,Pacific
1,35,110000,10+ Miles,1,4,5,0,Professional,M,F,Partial High School,Pacific
0,36,80000,2-5 Miles,1,2,3,4,Professional,S,M,Partial College,North America
0,47,90000,0-1 Miles,1,3,5,5,Professional,M,F,Partial College,North America
0,36,130000,1-2 Miles,0,2,2,2,Management,S,F,Graduate Degree,North America
1,55,70000,5-10 Miles,1,0,2,3,Professional,S,M,Partial College,North America
0,50,70000,5-10 Miles,1,0,3,4,Professional,M,M,Partial College,North America
0,77,50000,1-2 Miles,1,2,0,2,Management,M,M,Graduate Degree,North America
0,77,50000,1-2 Miles,1,2,0,2,Management,M,F,Graduate Degree,North America
0,77,60000,5-10 Miles,1,2,0,2,Management,M,F,Graduate Degree,North America
0,77,60000,1-2 Miles,1,2,0,2,Management,M,F,Graduate Degree,North America
1,77,160000,1-2 Miles,1,4,1,1,Management,M,F,Bachelors,North America
1,31,30000,2-5 Miles,0,1,0,0,Clerical,S,F,Partial College,Europe
0,31,20000,0-1 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
1,31,20000,1-2 Miles,1,2,0,0,Manual,S,F,Partial High School,Europe
0,31,20000,1-2 Miles,0,2,0,0,Manual,S,M,Partial High School,Europe
0,31,20000,0-1 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
1,49,70000,2-5 Miles,1,1,0,1,Skilled Manual,M,M,Partial College,North America
0,45,40000,0-1 Miles,1,2,3,4,Skilled Manual,M,M,High School,North America
0,39,40000,10+ Miles,1,3,3,4,Skilled Manual,M,M,High School,North America
0,50,40000,5-10 Miles,1,3,3,4,Skilled Manual,S,F,High School,North America
1,50,60000,2-5 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
1,50,60000,2-5 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
1,50,60000,0-1 Miles,1,1,0,1,Skilled Manual,M,M,Partial College,North America
1,50,60000,2-5 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,North America
1,50,60000,0-1 Miles,1,1,0,1,Skilled Manual,M,M,Partial College,North America
1,46,40000,2-5 Miles,1,2,2,4,Skilled Manual,M,M,High School,North America
0,51,40000,0-1 Miles,0,1,0,0,Professional,S,F,Bachelors,North America
1,44,60000,2-5 Miles,0,1,0,0,Professional,S,F,Graduate Degree,North America
1,44,60000,2-5 Miles,0,1,0,0,Professional,S,F,Graduate Degree,North America
1,44,60000,2-5 Miles,1,1,0,0,Professional,S,M,Graduate Degree,North America
1,33,60000,2-5 Miles,0,1,0,0,Professional,S,F,Graduate Degree,North America
1,33,60000,2-5 Miles,1,1,0,0,Professional,S,F,Graduate Degree,North America
1,51,60000,0-1 Miles,0,1,0,1,Skilled Manual,M,M,Partial College,North America
1,46,60000,2-5 Miles,1,1,0,1,Skilled Manual,M,M,Partial College,North America
0,52,60000,2-5 Miles,1,0,3,4,Professional,M,F,Bachelors,North America
0,52,60000,0-1 Miles,1,0,3,4,Professional,M,F,Bachelors,North America
0,46,60000,0-1 Miles,0,0,3,4,Professional,M,F,Bachelors,North America
0,46,60000,0-1 Miles,0,0,3,4,Professional,M,F,Bachelors,North America
1,46,60000,2-5 Miles,1,0,3,4,Professional,S,F,Bachelors,North America
0,47,60000,2-5 Miles,1,1,3,4,Professional,M,F,Bachelors,North America
1,47,70000,2-5 Miles,1,1,0,2,Professional,M,M,Graduate Degree,North America
1,52,90000,0-1 Miles,1,0,0,5,Professional,M,M,Graduate Degree,North America
1,53,60000,0-1 Miles,0,1,2,3,Professional,S,F,Bachelors,North America
1,53,80000,0-1 Miles,1,0,0,5,Professional,M,F,Graduate Degree,North America
1,42,80000,0-1 Miles,1,0,4,4,Management,S,F,Graduate Degree,Pacific
1,36,90000,0-1 Miles,1,0,0,1,Management,M,F,Graduate Degree,Pacific
1,31,90000,0-1 Miles,1,0,0,1,Management,S,F,Graduate Degree,Pacific
1,42,90000,1-2 Miles,1,0,0,2,Professional,M,F,Bachelors,Pacific
1,42,90000,0-1 Miles,1,0,0,2,Professional,M,F,Bachelors,Pacific
1,42,100000,0-1 Miles,1,0,0,1,Management,M,F,Graduate Degree,Pacific
1,36,100000,0-1 Miles,0,0,0,1,Management,S,M,Graduate Degree,Pacific
1,42,100000,0-1 Miles,1,0,0,1,Management,S,M,Graduate Degree,Pacific
1,35,80000,0-1 Miles,1,1,4,4,Management,S,M,Graduate Degree,Pacific
0,43,70000,10+ Miles,1,3,5,5,Professional,S,F,Bachelors,Pacific
0,44,70000,10+ Miles,0,3,5,5,Professional,M,M,Bachelors,Pacific
0,39,70000,10+ Miles,1,3,5,5,Professional,S,F,Bachelors,Pacific
1,42,110000,5-10 Miles,1,1,0,1,Management,S,F,Graduate Degree,Pacific
1,42,120000,1-2 Miles,0,1,0,1,Management,S,M,Graduate Degree,Pacific
1,42,120000,2-5 Miles,1,1,0,1,Management,M,F,Graduate Degree,Pacific
1,42,130000,0-1 Miles,0,0,0,1,Management,S,F,Graduate Degree,Pacific
1,42,130000,2-5 Miles,1,1,0,1,Management,M,M,Graduate Degree,Pacific
0,44,70000,10+ Miles,0,4,5,5,Professional,M,F,Bachelors,Pacific
0,39,70000,10+ Miles,1,4,5,5,Professional,M,F,Bachelors,Pacific
0,44,80000,0-1 Miles,1,2,5,5,Management,S,F,Graduate Degree,Pacific
0,38,80000,0-1 Miles,1,2,5,5,Management,M,F,Graduate Degree,Pacific
0,44,80000,0-1 Miles,1,3,5,5,Management,M,M,Graduate Degree,Pacific
0,45,80000,0-1 Miles,1,3,5,5,Professional,M,F,Bachelors,Pacific
1,45,90000,2-5 Miles,1,0,0,2,Professional,M,M,Bachelors,Pacific
0,46,60000,2-5 Miles,1,1,2,2,Professional,M,M,Bachelors,Pacific
1,43,70000,0-1 Miles,0,1,0,0,Professional,S,M,Bachelors,Pacific
1,43,70000,0-1 Miles,0,1,0,0,Professional,S,F,Bachelors,Pacific
0,31,60000,5-10 Miles,1,2,3,3,Professional,S,F,Bachelors,Pacific
0,47,60000,5-10 Miles,1,2,4,4,Professional,M,M,Bachelors,Pacific
0,41,60000,0-1 Miles,0,2,4,4,Professional,M,F,Bachelors,Pacific
0,47,60000,10+ Miles,0,3,4,4,Professional,M,F,Bachelors,Pacific
1,31,70000,5-10 Miles,1,1,0,0,Professional,S,F,Bachelors,Pacific
0,43,60000,5-10 Miles,1,3,5,5,Professional,M,M,Bachelors,Pacific
1,48,60000,0-1 Miles,0,2,2,3,Professional,S,F,Bachelors,Pacific
0,48,70000,5-10 Miles,0,1,0,0,Professional,S,M,Bachelors,Pacific
0,44,90000,0-1 Miles,1,0,4,4,Professional,M,F,Bachelors,Pacific
1,43,60000,5-10 Miles,1,1,0,1,Professional,M,M,Bachelors,Pacific
1,50,60000,5-10 Miles,1,1,0,1,Professional,S,F,Bachelors,Pacific
0,45,60000,5-10 Miles,1,1,0,1,Professional,M,F,Bachelors,Pacific
1,50,60000,0-1 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,Pacific
1,50,60000,0-1 Miles,1,1,0,1,Skilled Manual,M,M,Partial College,Pacific
1,46,60000,5-10 Miles,1,1,0,1,Skilled Manual,S,F,Partial College,Pacific
1,51,60000,5-10 Miles,1,1,0,1,Skilled Manual,M,M,Partial College,Pacific
1,51,60000,5-10 Miles,1,1,0,1,Skilled Manual,S,F,Partial College,Pacific
1,46,70000,5-10 Miles,1,1,0,0,Professional,S,M,Bachelors,Pacific
0,46,80000,0-1 Miles,1,4,5,5,Professional,M,F,Bachelors,Pacific
0,46,80000,1-2 Miles,1,4,5,5,Professional,M,M,Bachelors,Pacific
0,41,80000,1-2 Miles,1,4,5,5,Professional,S,M,Bachelors,Pacific
0,46,80000,0-1 Miles,0,4,5,5,Professional,M,F,Bachelors,Pacific
0,46,80000,1-2 Miles,1,4,5,5,Professional,S,M,Bachelors,Pacific
0,36,70000,0-1 Miles,0,1,0,0,Professional,M,M,Bachelors,Pacific
1,52,90000,2-5 Miles,1,1,0,1,Professional,S,F,Bachelors,Pacific
0,49,70000,5-10 Miles,1,2,4,5,Skilled Manual,S,F,Partial College,Pacific
1,50,60000,0-1 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,Pacific
0,53,80000,1-2 Miles,1,2,4,5,Professional,M,M,Bachelors,Pacific
0,53,90000,5-10 Miles,1,1,0,2,Professional,M,M,Bachelors,Pacific
1,48,90000,2-5 Miles,0,1,0,2,Management,M,F,Bachelors,Pacific
1,47,100000,0-1 Miles,1,2,0,4,Management,M,F,Bachelors,Pacific
0,54,70000,5-10 Miles,1,1,0,1,Skilled Manual,S,M,Partial College,Pacific
0,75,30000,0-1 Miles,0,2,0,2,Clerical,M,F,Partial College,Pacific
0,75,40000,5-10 Miles,1,1,0,2,Management,M,F,Bachelors,Pacific
1,51,60000,5-10 Miles,1,1,0,1,Skilled Manual,M,F,Partial College,Pacific
0,51,70000,5-10 Miles,0,3,4,5,Skilled Manual,M,F,Partial College,Pacific
0,51,70000,5-10 Miles,1,3,4,5,Skilled Manual,M,M,Partial College,Pacific
0,35,30000,5-10 Miles,0,2,0,0,Skilled Manual,S,F,High School,North America
1,36,40000,0-1 Miles,0,1,0,0,Skilled Manual,S,F,High School,North America
0,36,40000,5-10 Miles,1,1,0,0,Skilled Manual,S,M,High School,North America
0,36,40000,5-10 Miles,1,2,0,0,Skilled Manual,S,M,High School,North America
0,31,30000,0-1 Miles,0,2,0,0,Skilled Manual,S,M,High School,North America
0,31,30000,0-1 Miles,0,2,0,0,Skilled Manual,S,F,High School,North America
1,31,30000,0-1 Miles,0,2,0,0,Skilled Manual,S,M,High School,North America
0,31,30000,5-10 Miles,1,2,0,0,Skilled Manual,S,M,High School,North America
0,31,30000,5-10 Miles,1,2,0,0,Skilled Manual,M,F,High School,North America
1,31,30000,0-1 Miles,0,2,0,0,Clerical,S,M,Partial High School,North America
0,74,30000,5-10 Miles,0,2,0,2,Clerical,M,F,Partial College,Pacific
0,74,40000,0-1 Miles,1,2,0,2,Management,M,M,Bachelors,Pacific
0,33,40000,0-1 Miles,0,2,0,0,Skilled Manual,M,F,High School,North America
0,73,40000,5-10 Miles,1,2,0,2,Management,M,M,Bachelors,Pacific
0,34,30000,5-10 Miles,0,2,0,0,Clerical,S,M,Partial High School,North America
0,34,30000,5-10 Miles,0,2,0,0,Clerical,S,M,Partial High School,North America
0,34,30000,0-1 Miles,0,2,0,0,Clerical,S,M,Partial High School,North America
0,34,40000,5-10 Miles,1,2,0,0,Skilled Manual,S,M,High School,North America
0,34,40000,0-1 Miles,0,2,0,0,Skilled Manual,S,F,High School,North America
0,32,30000,0-1 Miles,0,2,0,0,Clerical,M,F,Partial High School,North America
0,32,30000,5-10 Miles,0,2,0,0,Clerical,S,M,Partial High School,North America
0,72,30000,5-10 Miles,0,2,0,2,Clerical,M,F,Partial College,Pacific
0,72,40000,5-10 Miles,1,2,0,2,Management,M,F,Bachelors,Pacific
1,71,40000,5-10 Miles,1,2,0,2,Management,M,F,Bachelors,Pacific
1,71,40000,0-1 Miles,1,2,0,2,Management,M,M,Bachelors,Pacific
1,69,40000,0-1 Miles,1,2,0,2,Management,M,M,Bachelors,Pacific
1,69,50000,5-10 Miles,1,1,0,2,Management,S,M,Graduate Degree,Pacific
0,35,40000,5-10 Miles,1,1,0,0,Skilled Manual,M,M,Partial College,North America
0,35,40000,5-10 Miles,1,1,0,0,Skilled Manual,M,M,Partial College,North America
1,36,40000,1-2 Miles,0,2,0,0,Skilled Manual,S,F,High School,North America
0,36,40000,1-2 Miles,0,2,0,0,Skilled Manual,M,F,High School,North America
0,32,50000,5-10 Miles,1,1,0,0,Skilled Manual,S,F,Partial College,North America
0,37,50000,5-10 Miles,1,1,0,0,Skilled Manual,S,F,Partial College,North America
0,37,50000,1-2 Miles,0,1,0,0,Skilled Manual,M,M,Partial College,North America
1,38,60000,5-10 Miles,0,1,0,0,Skilled Manual,S,F,Partial College,North America
1,33,70000,5-10 Miles,1,2,0,0,Skilled Manual,M,F,Partial College,North America
1,39,70000,0-1 Miles,0,2,0,0,Skilled Manual,S,F,Partial College,North America
1,34,80000,0-1 Miles,0,1,0,0,Management,S,M,Bachelors,North America
1,38,80000,0-1 Miles,0,1,0,0,Management,S,M,Bachelors,North America
1,32,80000,0-1 Miles,0,1,0,0,Management,S,F,Bachelors,North America
0,37,90000,1-2 Miles,1,1,4,4,Management,M,M,Bachelors,North America
1,44,100000,1-2 Miles,1,2,0,1,Management,M,F,Bachelors,North America
0,39,130000,10+ Miles,0,1,0,0,Management,S,M,Graduate Degree,North America
1,43,90000,1-2 Miles,1,1,4,4,Management,S,M,Bachelors,North America
0,43,90000,1-2 Miles,0,3,4,4,Skilled Manual,S,F,Partial College,North America
0,38,110000,1-2 Miles,1,3,1,2,Management,M,M,Graduate Degree,North America
0,37,120000,0-1 Miles,0,4,1,1,Management,S,M,Bachelors,North America
1,43,120000,2-5 Miles,1,4,1,1,Management,S,M,Bachelors,North America
0,38,120000,0-1 Miles,1,4,1,1,Management,M,F,Bachelors,North America
0,32,40000,1-2 Miles,0,2,0,0,Skilled Manual,M,M,High School,North America
0,32,40000,5-10 Miles,1,2,0,0,Skilled Manual,S,M,High School,North America
1,33,40000,1-2 Miles,0,2,0,0,Skilled Manual,S,M,High School,North America
0,33,40000,5-10 Miles,1,2,0,0,Skilled Manual,M,M,High School,North America
0,33,40000,5-10 Miles,1,1,0,0,Skilled Manual,M,M,Partial College,North America
1,33,60000,1-2 Miles,0,2,0,0,Skilled Manual,S,F,Partial College,North America
1,33,60000,1-2 Miles,0,2,0,0,Skilled Manual,S,M,Partial College,North America
0,66,10000,5-10 Miles,1,2,1,2,Clerical,M,F,Partial High School,Pacific
0,66,20000,5-10 Miles,1,2,0,4,Skilled Manual,M,M,High School,Pacific
0,65,20000,1-2 Miles,0,2,0,4,Skilled Manual,M,M,High School,Pacific
1,35,70000,1-2 Miles,1,0,1,1,Skilled Manual,M,F,Graduate Degree,North America
1,35,70000,0-1 Miles,1,0,1,1,Skilled Manual,M,F,Graduate Degree,North America
0,48,100000,5-10 Miles,1,2,2,0,Professional,S,M,Partial College,North America
0,42,100000,5-10 Miles,1,2,2,0,Professional,S,F,Partial College,North America
0,48,110000,5-10 Miles,1,0,3,4,Management,M,M,Bachelors,North America
0,48,110000,1-2 Miles,0,0,3,4,Management,S,M,Bachelors,North America
1,48,160000,0-1 Miles,0,2,2,2,Management,S,M,Bachelors,North America
0,49,90000,5-10 Miles,1,4,4,5,Professional,M,M,Partial College,North America
1,43,100000,5-10 Miles,1,4,2,1,Professional,S,M,Partial College,North America
0,44,110000,5-10 Miles,1,1,3,1,Management,M,M,Bachelors,North America
0,44,110000,1-2 Miles,1,2,3,1,Management,M,M,Bachelors,North America
0,49,110000,5-10 Miles,1,3,3,1,Management,M,M,Bachelors,North America
1,43,120000,5-10 Miles,1,4,3,1,Professional,M,M,Partial College,North America
0,44,70000,5-10 Miles,1,3,4,5,Professional,M,F,Partial College,North America
0,44,70000,1-2 Miles,1,3,4,5,Professional,M,F,Partial College,North America
0,45,100000,1-2 Miles,1,4,2,3,Professional,M,F,Partial College,North America
1,44,110000,5-10 Miles,1,3,3,1,Management,S,M,Bachelors,North America
0,50,110000,2-5 Miles,1,3,3,1,Management,M,M,Bachelors,North America
0,44,110000,5-10 Miles,1,4,3,1,Professional,M,M,Partial College,North America
0,44,110000,5-10 Miles,1,4,3,1,Professional,M,F,Partial College,North America
0,50,110000,5-10 Miles,1,4,3,1,Professional,M,F,Partial College,North America
0,44,120000,2-5 Miles,1,4,3,1,Professional,M,F,High School,North America
1,50,130000,0-1 Miles,1,2,3,1,Management,M,F,Bachelors,North America
1,50,130000,0-1 Miles,1,3,3,1,Management,M,M,Bachelors,North America
0,56,70000,1-2 Miles,1,0,3,4,Professional,M,F,High School,North America
1,56,80000,5-10 Miles,1,1,2,3,Professional,M,F,Partial College,North America
1,56,90000,10+ Miles,1,1,1,2,Professional,M,F,High School,North America
1,56,90000,10+ Miles,1,1,1,2,Professional,M,F,High School,North America
1,56,90000,10+ Miles,1,1,1,2,Professional,M,M,High School,North America
0,56,90000,10+ Miles,1,1,1,2,Professional,S,M,High School,North America
0,57,70000,5-10 Miles,1,2,0,2,Skilled Manual,S,M,Partial High School,North America
0,71,40000,5-10 Miles,1,2,0,3,Professional,M,M,Partial College,North America
0,76,50000,1-2 Miles,0,2,0,2,Management,S,F,Graduate Degree,North America
1,76,80000,1-2 Miles,1,2,0,4,Management,M,M,Graduate Degree,North America
0,35,80000,1-2 Miles,1,3,4,5,Professional,M,M,Partial College,North America
0,46,90000,1-2 Miles,0,3,3,4,Professional,S,F,High School,North America
0,46,100000,1-2 Miles,1,1,3,0,Professional,M,M,Partial College,North America
0,46,110000,2-5 Miles,0,4,3,3,Professional,M,F,Partial College,North America
1,51,110000,5-10 Miles,1,4,3,4,Professional,S,M,Partial College,North America
0,51,120000,2-5 Miles,1,2,4,5,Professional,M,F,High School,North America
1,40,160000,0-1 Miles,1,2,3,1,Professional,M,F,Partial College,North America
0,51,70000,1-2 Miles,0,2,0,2,Skilled Manual,S,M,Partial High School,North America
0,57,70000,1-2 Miles,0,2,0,2,Skilled Manual,S,M,Partial High School,North America
1,57,60000,1-2 Miles,0,2,0,2,Skilled Manual,M,M,Partial High School,North America
0,57,60000,5-10 Miles,1,2,0,2,Skilled Manual,M,M,Partial High School,North America
1,57,60000,1-2 Miles,0,2,0,2,Skilled Manual,M,F,Partial High School,North America
1,57,60000,5-10 Miles,1,2,0,3,Skilled Manual,M,F,Partial High School,North America
1,52,70000,5-10 Miles,1,2,0,3,Management,S,F,Graduate Degree,North America
1,58,70000,5-10 Miles,1,2,0,3,Management,M,M,Graduate Degree,North America
1,58,70000,1-2 Miles,0,2,0,3,Management,M,M,Graduate Degree,North America
1,52,70000,5-10 Miles,1,2,0,3,Management,S,M,Graduate Degree,North America
1,58,70000,1-2 Miles,1,2,0,3,Management,M,F,Graduate Degree,North America
1,58,70000,5-10 Miles,1,2,0,3,Management,S,F,Graduate Degree,North America
1,52,70000,1-2 Miles,1,2,0,3,Management,M,F,Graduate Degree,North America
1,58,60000,5-10 Miles,1,2,0,3,Management,M,F,Graduate Degree,North America
1,59,40000,1-2 Miles,0,2,0,3,Professional,M,M,Partial College,North America
0,59,40000,5-10 Miles,1,2,0,3,Professional,M,F,Partial College,North America
0,74,60000,10+ Miles,1,2,0,3,Management,S,F,Graduate Degree,North America
0,74,60000,10+ Miles,1,2,0,3,Management,M,F,Graduate Degree,North America
0,74,60000,10+ Miles,1,2,0,3,Management,M,M,Graduate Degree,North America
0,74,60000,1-2 Miles,0,2,0,3,Management,M,F,Graduate Degree,North America
0,67,60000,1-2 Miles,1,2,0,3,Management,M,M,Graduate Degree,North America
1,73,70000,1-2 Miles,1,2,0,4,Management,M,F,Graduate Degree,North America
1,73,70000,10+ Miles,1,2,0,4,Management,M,F,Graduate Degree,North America
1,67,70000,1-2 Miles,1,2,0,5,Management,M,M,Graduate Degree,North America
1,73,70000,10+ Miles,1,2,0,5,Management,M,F,Graduate Degree,North America
1,73,70000,10+ Miles,1,2,0,5,Management,M,F,Graduate Degree,North America
1,73,80000,1-2 Miles,1,2,0,4,Management,M,M,Graduate Degree,North America
0,72,60000,10+ Miles,1,2,0,3,Management,M,M,Graduate Degree,North America
1,72,70000,10+ Miles,1,2,0,5,Management,M,F,Graduate Degree,North America
1,72,80000,5-10 Miles,1,2,0,4,Management,M,M,Graduate Degree,North America
1,71,60000,10+ Miles,1,2,0,3,Management,M,F,Graduate Degree,North America
0,71,80000,5-10 Miles,1,2,0,4,Management,M,F,Graduate Degree,North America
1,66,80000,1-2 Miles,1,2,0,4,Management,M,M,Bachelors,North America
1,70,50000,1-2 Miles,1,2,0,4,Management,M,F,Bachelors,North America
0,64,50000,10+ Miles,1,2,0,4,Management,M,M,Bachelors,North America
0,70,50000,10+ Miles,1,2,0,4,Management,M,M,Bachelors,North America
0,70,50000,10+ Miles,1,2,0,4,Management,M,F,Bachelors,North America
0,70,60000,1-2 Miles,1,2,0,3,Management,M,M,Graduate Degree,North America
0,70,60000,10+ Miles,1,2,0,3,Management,M,M,Graduate Degree,North America
0,63,50000,10+ Miles,1,2,0,4,Management,S,M,Bachelors,North America
0,64,10000,5-10 Miles,1,2,1,2,Clerical,M,M,Partial High School,Pacific
0,64,10000,5-10 Miles,1,2,1,2,Clerical,M,F,Partial High School,Pacific
0,64,20000,5-10 Miles,1,2,0,4,Skilled Manual,M,M,High School,Pacific
0,64,30000,5-10 Miles,0,2,0,2,Clerical,M,M,Partial College,Pacific
0,63,10000,5-10 Miles,1,2,1,2,Clerical,M,M,Partial High School,Pacific
1,33,60000,5-10 Miles,1,2,0,0,Skilled Manual,M,M,Partial College,North America
1,33,70000,0-1 Miles,0,2,0,0,Skilled Manual,M,F,Partial College,North America
0,34,40000,5-10 Miles,1,2,0,0,Clerical,S,F,Partial High School,North America
0,63,20000,5-10 Miles,1,2,1,2,Clerical,M,M,Partial High School,Pacific
0,63,30000,5-10 Miles,0,2,0,3,Clerical,M,F,Partial College,Pacific
0,34,40000,5-10 Miles,0,2,0,0,Clerical,S,F,Partial High School,North America
0,34,40000,5-10 Miles,1,2,0,0,Clerical,S,F,Partial High School,North America
0,34,40000,5-10 Miles,0,1,0,0,Skilled Manual,S,M,Partial College,North America
0,34,40000,1-2 Miles,0,1,0,0,Skilled Manual,S,M,Partial College,North America
0,34,40000,1-2 Miles,0,2,0,0,Skilled Manual,S,F,Partial College,North America
0,34,60000,5-10 Miles,1,2,0,0,Skilled Manual,M,M,Partial College,North America
0,34,60000,5-10 Miles,1,2,0,0,Skilled Manual,S,F,Partial College,North America
1,34,70000,0-1 Miles,0,2,0,0,Skilled Manual,S,F,Partial College,North America
0,35,60000,1-2 Miles,0,2,0,0,Skilled Manual,M,M,Partial College,North America
0,35,60000,1-2 Miles,0,2,0,0,Skilled Manual,S,F,Partial College,North America
0,57,20000,5-10 Miles,1,2,1,2,Clerical,M,F,Partial High School,Pacific
1,62,30000,1-2 Miles,0,2,0,3,Clerical,M,F,Partial College,Pacific
0,61,20000,1-2 Miles,1,2,1,2,Clerical,M,F,Partial High School,Pacific
1,61,30000,1-2 Miles,0,2,0,3,Clerical,M,F,Partial College,Pacific
1,60,30000,1-2 Miles,0,2,0,3,Skilled Manual,M,F,High School,Pacific
1,54,30000,5-10 Miles,1,2,0,3,Skilled Manual,M,M,High School,Pacific
1,59,30000,1-2 Miles,0,2,0,3,Skilled Manual,M,F,High School,Pacific
1,59,30000,5-10 Miles,1,2,0,3,Skilled Manual,M,M,High School,Pacific
1,59,30000,5-10 Miles,1,2,0,3,Skilled Manual,M,F,High School,Pacific
0,58,40000,1-2 Miles,0,2,0,3,Skilled Manual,M,M,Partial College,Pacific
0,58,40000,1-2 Miles,0,2,0,3,Skilled Manual,M,F,Partial College,Pacific
1,58,40000,5-10 Miles,1,2,0,3,Skilled Manual,M,F,Partial College,Pacific
0,57,40000,1-2 Miles,0,2,0,3,Clerical,M,F,Partial High School,Pacific
1,51,70000,1-2 Miles,0,2,0,2,Skilled Manual,S,M,Partial College,Pacific
1,40,70000,5-10 Miles,1,2,0,2,Skilled Manual,S,M,Partial College,Pacific
1,36,40000,1-2 Miles,0,2,0,0,Skilled Manual,S,F,Partial College,North America
0,36,40000,5-10 Miles,1,2,0,0,Skilled Manual,M,M,Partial College,North America
0,36,60000,5-10 Miles,1,2,0,0,Skilled Manual,M,M,Partial College,North America
0,36,60000,5-10 Miles,1,2,0,0,Skilled Manual,M,M,Partial College,North America
1,36,60000,1-2 Miles,0,2,0,0,Skilled Manual,S,M,Partial College,North America
0,37,50000,5-10 Miles,1,2,0,0,Skilled Manual,S,F,High School,North America
1,33,60000,5-10 Miles,1,2,0,0,Skilled Manual,M,F,Partial College,North America
1,38,70000,5-10 Miles,1,2,0,0,Professional,M,F,Partial College,North America
0,35,60000,1-2 Miles,0,2,0,0,Professional,S,M,Partial College,North America
0,35,60000,5-10 Miles,1,2,0,0,Professional,S,M,Partial College,North America
0,35,60000,1-2 Miles,0,2,0,0,Professional,S,M,Partial College,North America
1,56,80000,5-10 Miles,1,2,0,2,Skilled Manual,S,F,High School,Pacific
